take,Facebook,Google,Other,referal,website
4802,0,0,0,0,0,0
4803,0,0,0,1,0,0
4804,1,0,0,1,0,0
4805,1,0,0,0,1,0
4806,0,0,0,0,0,1
4807,1,0,0,0,1,0
4808,0,1,0,0,0,0
4809,0,0,0,1,0,0
4810,0,0,0,0,0,1
4811,1,0,0,0,0,1
4812,0,0,0,1,0,0
4813,0,0,0,1,0,0
4814,0,0,0,0,1,0
4815,1,0,0,0,1,0
4816,1,0,0,0,1,0
4817,0,1,0,0,0,0
4818,0,0,1,0,0,0
4819,0,0,0,0,1,0
4820,0,1,0,0,0,0
4821,1,0,0,0,1,0
4822,0,1,0,0,0,0
4823,0,0,0,0,0,0
4824,0,0,0,0,0,1
4825,0,0,0,0,1,0
4826,1,0,0,1,0,0
4827,0,1,0,0,0,0
4828,1,1,0,0,0,0
4829,1,0,0,0,0,1
4830,0,0,1,0,0,0
4831,1,0,0,1,0,0
4832,0,0,0,0,0,0
4833,0,1,0,0,0,0
4834,1,0,0,0,0,0
4835,1,0,0,1,0,0
4836,0,0,1,0,0,0
4837,0,0,0,0,0,1
4838,1,0,0,1,0,0
4839,0,0,0,1,0,0
4840,0,0,0,1,0,0
4841,1,0,1,0,0,0
4842,1,0,0,0,0,1
4843,0,0,0,0,0,0
4844,0,1,0,0,0,0
4845,1,0,0,0,0,0
4846,0,0,0,0,0,1
4847,1,0,0,1,0,0
4848,1,0,1,0,0,0
4849,0,1,0,0,0,0
4850,1,0,0,0,0,0
4851,1,0,0,0,1,0
4852,0,0,0,1,0,0
4853,0,0,0,0,0,0
4854,1,0,0,0,0,1
4855,0,0,0,0,0,0
4856,0,0,1,0,0,0
4857,1,0,0,0,0,1
4858,0,0,0,0,0,0
4859,1,0,1,0,0,0
4860,0,1,0,0,0,0
4861,1,0,0,1,0,0
4862,1,0,0,0,0,1
4863,0,0,0,1,0,0
4864,1,0,0,1,0,0
4865,1,0,1,0,0,0
4866,1,0,0,0,0,0
4867,0,1,0,0,0,0
4868,0,1,0,0,0,0
4869,1,0,1,0,0,0
4870,1,0,0,0,0,0
4871,0,0,0,1,0,0
4872,0,0,1,0,0,0
4873,0,0,0,0,0,0
4874,0,0,0,0,0,0
4875,0,0,0,0,0,1
4876,0,0,1,0,0,0
4877,1,1,0,0,0,0
4878,0,0,1,0,0,0
4879,1,0,0,0,1,0
4880,0,0,0,0,1,0
4881,1,0,1,0,0,0
4882,1,0,0,0,0,0
4883,0,0,0,0,0,1
4884,0,0,0,1,0,0
4885,0,1,0,0,0,0
4886,1,0,1,0,0,0
4887,0,0,0,0,1,0
4888,0,0,1,0,0,0
4889,0,1,0,0,0,0
4890,0,0,0,1,0,0
4891,1,0,0,1,0,0
4892,1,0,1,0,0,0
4893,0,0,1,0,0,0
4894,0,0,0,0,0,0
4895,1,0,0,0,1,0
4896,0,0,0,0,0,1
4897,1,0,0,0,0,0
4898,0,1,0,0,0,0
4899,1,0,0,1,0,0
4900,1,0,0,0,0,0
4901,0,1,0,0,0,0
4902,1,0,0,0,0,0
4903,0,0,0,0,0,1
4904,1,1,0,0,0,0
4905,1,1,0,0,0,0
4906,1,0,0,1,0,0
4907,0,0,0,1,0,0
4908,1,0,0,0,0,1
4909,0,0,0,0,0,1
4910,1,0,0,1,0,0
4911,0,0,0,0,1,0
4912,1,0,1,0,0,0
4913,0,0,0,0,0,0
4914,0,0,0,0,0,0
4915,1,1,0,0,0,0
4916,1,0,0,0,0,1
4917,0,0,0,0,0,1
4918,0,0,1,0,0,0
4919,0,0,0,0,0,0
4920,1,0,0,0,1,0
4921,0,1,0,0,0,0
4922,0,1,0,0,0,0
4923,0,0,1,0,0,0
4924,0,0,0,0,1,0
4925,0,0,1,0,0,0
4926,0,0,0,0,0,1
4927,0,1,0,0,0,0
4928,0,0,1,0,0,0
4929,0,0,0,0,0,1
4930,1,0,1,0,0,0
4931,1,0,0,0,1,0
4932,0,0,0,1,0,0
4933,0,0,0,1,0,0
4934,1,0,0,0,1,0
4935,1,0,0,0,0,1
4936,1,0,0,0,0,1
4937,0,0,0,0,0,0
4938,1,0,0,0,0,1
4939,1,1,0,0,0,0
4940,0,0,0,0,1,0
4941,1,0,0,0,1,0
4942,1,0,0,0,1,0
4943,0,1,0,0,0,0
4944,0,0,0,0,0,0
4945,0,1,0,0,0,0
4946,1,0,1,0,0,0
4947,0,0,0,1,0,0
4948,1,0,0,1,0,0
4949,1,0,0,0,0,0
4950,1,0,0,0,1,0
4951,1,0,0,0,0,0
4952,0,0,1,0,0,0
4953,0,0,0,0,0,0
4954,1,0,0,0,1,0
4955,1,1,0,0,0,0
4956,1,0,0,0,0,1
4957,1,0,0,0,1,0
4958,1,0,0,0,0,0
4959,0,0,0,1,0,0
4960,0,0,0,1,0,0
4961,0,0,0,1,0,0
4962,0,0,0,0,0,0
4963,0,0,0,0,0,0
4964,1,0,1,0,0,0
4965,1,0,0,0,1,0
4966,0,0,0,0,0,0
4967,0,0,1,0,0,0
4968,1,0,0,1,0,0
4969,1,0,0,0,0,0
4970,0,0,0,1,0,0
4971,0,0,1,0,0,0
4972,0,0,1,0,0,0
4973,1,0,1,0,0,0
4974,0,0,0,0,0,0
4975,1,0,1,0,0,0
4976,0,0,0,0,0,0
4977,0,0,0,0,0,1
4978,1,0,0,0,1,0
4979,0,0,1,0,0,0
4980,0,0,0,1,0,0
4981,0,1,0,0,0,0
4982,1,0,1,0,0,0
4983,0,0,0,0,1,0
4984,1,0,0,0,1,0
4985,0,1,0,0,0,0
4986,0,0,0,0,0,1
4987,1,0,1,0,0,0
4988,1,0,0,1,0,0
4989,1,0,0,0,0,0
4990,0,0,0,1,0,0
4991,1,0,1,0,0,0
4992,0,1,0,0,0,0
4993,1,0,0,1,0,0
4994,0,0,0,0,0,1
4995,1,0,0,0,0,1
4996,0,0,0,0,1,0
4997,0,0,0,0,0,0
4998,0,0,0,0,1,0
4999,0,1,0,0,0,0
5000,0,0,0,0,0,1
5001,0,0,1,0,0,0
5002,0,0,0,0,1,0
5003,0,0,0,0,0,0
5004,0,0,0,1,0,0
5005,0,0,0,1,0,0
5006,1,1,0,0,0,0
5007,0,0,1,0,0,0
5008,0,0,0,0,0,1
5009,0,0,0,0,0,0
5010,1,0,0,0,0,0
5011,1,0,0,0,1,0
5012,1,0,0,1,0,0
5013,0,0,1,0,0,0
5014,1,0,0,1,0,0
5015,0,0,0,0,0,0
5016,0,1,0,0,0,0
5017,0,0,0,0,0,1
5018,0,0,0,0,0,1
5019,0,0,0,0,1,0
5020,0,0,0,0,1,0
5021,0,0,0,0,0,0
5022,1,0,0,0,1,0
5023,1,0,0,0,0,0
5024,1,0,0,0,0,0
5025,1,0,0,0,1,0
5026,0,0,0,1,0,0
5027,1,0,0,0,0,0
5028,0,0,0,0,0,0
5029,0,0,0,0,0,0
5030,0,0,0,1,0,0
5031,1,0,0,1,0,0
5032,0,0,0,0,0,1
5033,0,1,0,0,0,0
5034,0,0,0,0,0,0
5035,0,0,0,0,1,0
5036,0,0,0,0,0,1
5037,0,0,0,0,1,0
5038,1,0,0,0,1,0
5039,0,0,0,0,0,0
5040,1,0,0,1,0,0
5041,0,0,0,0,0,0
5042,0,0,1,0,0,0
5043,0,0,0,0,0,1
5044,0,0,0,0,1,0
5045,1,0,0,0,0,0
5046,0,1,0,0,0,0
5047,1,0,0,0,0,1
5048,1,0,0,0,0,0
5049,1,0,0,1,0,0
5050,0,0,0,0,0,0
5051,0,0,0,1,0,0
5052,1,1,0,0,0,0
5053,1,0,0,0,0,1
5054,0,0,1,0,0,0
5055,0,0,1,0,0,0
5056,0,1,0,0,0,0
5057,1,0,0,0,1,0
5058,0,1,0,0,0,0
5059,1,0,0,1,0,0
5060,0,0,0,0,0,1
5061,0,0,0,0,1,0
5062,1,0,0,0,1,0
5063,1,0,0,0,1,0
5064,0,0,0,1,0,0
5065,1,0,0,0,1,0
5066,0,0,0,0,1,0
5067,0,0,0,1,0,0
5068,0,0,0,0,0,0
5069,1,0,0,0,0,1
5070,0,0,1,0,0,0
5071,0,0,0,0,1,0
5072,1,0,0,0,0,1
5073,1,0,0,0,0,1
5074,0,0,0,1,0,0
5075,0,0,0,0,1,0
5076,0,0,0,0,0,0
5077,0,0,0,0,0,0
5078,1,0,0,0,1,0
5079,0,0,0,0,0,0
5080,0,1,0,0,0,0
5081,0,0,0,0,1,0
5082,0,0,0,0,0,0
5083,0,0,0,0,1,0
5084,0,1,0,0,0,0
5085,1,1,0,0,0,0
5086,0,0,0,0,0,0
5087,0,0,1,0,0,0
5088,1,0,1,0,0,0
5089,0,0,0,0,0,1
5090,0,0,1,0,0,0
5091,1,0,1,0,0,0
5092,0,0,1,0,0,0
5093,1,0,0,1,0,0
5094,1,0,0,0,1,0
5095,1,0,0,0,0,0
5096,1,0,0,0,1,0
5097,1,0,0,0,1,0
5098,0,1,0,0,0,0
5099,0,0,0,0,0,1
5100,1,0,0,0,1,0
5101,1,0,0,1,0,0
5102,1,1,0,0,0,0
5103,0,0,1,0,0,0
5104,1,0,0,1,0,0
5105,1,0,1,0,0,0
5106,1,0,0,1,0,0
5107,1,0,0,0,0,1
5108,1,0,1,0,0,0
5109,1,0,0,1,0,0
5110,0,1,0,0,0,0
5111,0,0,0,0,0,1
5112,1,0,0,0,0,0
5113,0,0,0,0,1,0
5114,0,1,0,0,0,0
5115,0,0,0,0,0,0
5116,1,0,0,0,0,0
5117,0,0,0,0,0,1
5118,0,0,0,0,0,0
5119,1,0,0,0,1,0
5120,1,0,0,1,0,0
5121,0,0,0,0,0,0
5122,0,0,0,0,0,0
5123,0,0,0,1,0,0
5124,1,0,0,0,1,0
5125,0,0,0,0,0,1
5126,1,0,0,1,0,0
5127,1,0,0,0,0,0
5128,0,0,0,0,1,0
5129,0,0,1,0,0,0
5130,0,0,0,0,1,0
5131,1,1,0,0,0,0
5132,0,1,0,0,0,0
5133,0,0,1,0,0,0
5134,1,1,0,0,0,0
5135,1,1,0,0,0,0
5136,0,0,0,1,0,0
5137,0,0,0,0,1,0
5138,0,0,0,0,0,1
5139,1,0,0,1,0,0
5140,1,1,0,0,0,0
5141,1,0,0,0,0,0
5142,1,0,1,0,0,0
5143,0,0,0,0,0,0
5144,0,0,1,0,0,0
5145,0,0,1,0,0,0
5146,0,0,1,0,0,0
5147,0,0,0,0,0,0
5148,0,1,0,0,0,0
5149,0,0,0,0,0,1
5150,0,1,0,0,0,0
5151,0,1,0,0,0,0
5152,1,0,0,0,0,1
5153,0,0,0,1,0,0
5154,0,0,0,1,0,0
5155,0,0,1,0,0,0
5156,0,0,0,1,0,0
5157,0,0,0,0,1,0
5158,0,0,1,0,0,0
5159,0,1,0,0,0,0
5160,0,0,0,1,0,0
5161,0,0,0,0,1,0
5162,0,0,0,1,0,0
5163,0,1,0,0,0,0
5164,0,0,0,1,0,0
5165,0,0,0,1,0,0
5166,0,0,0,0,0,0
5167,0,0,0,0,0,0
5168,0,0,0,1,0,0
5169,0,1,0,0,0,0
5170,0,1,0,0,0,0
5171,0,0,0,0,1,0
5172,1,0,0,1,0,0
5173,0,0,0,0,1,0
5174,0,1,0,0,0,0
5175,1,0,0,1,0,0
5176,0,0,0,0,0,0
5177,0,0,0,0,0,0
5178,0,0,0,0,1,0
5179,1,0,0,0,1,0
5180,0,0,1,0,0,0
5181,0,0,1,0,0,0
5182,1,1,0,0,0,0
5183,1,0,0,0,0,1
5184,0,0,0,0,0,1
5185,0,0,1,0,0,0
5186,0,0,0,0,0,0
5187,1,0,0,0,1,0
5188,0,0,0,0,1,0
5189,0,0,0,0,1,0
5190,0,1,0,0,0,0
5191,0,1,0,0,0,0
5192,1,0,0,0,0,1
5193,0,0,1,0,0,0
5194,0,0,0,0,0,1
5195,0,0,1,0,0,0
5196,0,0,0,0,0,1
5197,1,0,0,0,1,0
5198,0,0,0,0,0,0
5199,0,0,0,0,0,1
5200,1,0,0,0,1,0
5201,0,0,1,0,0,0
5202,0,0,0,0,1,0
5203,1,0,0,0,0,1
5204,0,0,1,0,0,0
5205,0,0,0,0,0,0
5206,0,0,0,0,1,0
5207,0,0,0,0,0,1
5208,0,0,0,0,0,1
5209,1,0,0,0,0,1
5210,1,0,0,0,1,0
5211,0,0,0,0,0,0
5212,0,0,0,0,0,0
5213,0,0,0,1,0,0
5214,0,0,1,0,0,0
5215,1,0,0,0,0,0
5216,0,0,0,0,0,1
5217,0,1,0,0,0,0
5218,0,1,0,0,0,0
5219,1,0,0,0,0,1
5220,0,0,0,0,0,0
5221,0,0,0,0,0,1
5222,1,0,0,0,0,1
5223,1,0,0,0,1,0
5224,0,0,0,1,0,0
5225,0,0,0,0,0,1
5226,1,0,1,0,0,0
5227,0,0,1,0,0,0
5228,0,0,0,0,0,0
5229,0,1,0,0,0,0
5230,0,0,1,0,0,0
5231,0,0,0,0,0,1
5232,0,0,0,0,0,1
5233,0,0,0,1,0,0
5234,1,0,0,0,1,0
5235,0,1,0,0,0,0
5236,1,0,0,0,1,0
5237,0,0,0,0,0,0
5238,1,0,0,0,0,0
5239,0,0,0,0,1,0
5240,1,1,0,0,0,0
5241,0,0,0,1,0,0
5242,0,0,0,1,0,0
5243,0,0,0,1,0,0
5244,0,0,0,0,1,0
5245,0,0,1,0,0,0
5246,0,0,1,0,0,0
5247,0,1,0,0,0,0
5248,1,0,0,0,0,0
5249,0,0,0,0,0,0
5250,1,1,0,0,0,0
5251,0,0,0,0,0,1
5252,0,0,0,0,0,0
5253,1,0,0,0,0,1
5254,0,1,0,0,0,0
5255,0,0,0,0,0,0
5256,1,0,0,0,0,1
5257,1,1,0,0,0,0
5258,0,1,0,0,0,0
5259,1,0,1,0,0,0
5260,0,0,0,0,0,0
5261,1,0,0,0,0,0
5262,0,1,0,0,0,0
5263,0,0,0,0,0,1
5264,0,0,1,0,0,0
5265,1,0,0,0,1,0
5266,0,1,0,0,0,0
5267,1,0,0,0,1,0
5268,0,0,0,1,0,0
5269,0,0,0,0,0,0
5270,1,0,0,0,1,0
5271,0,0,0,0,0,0
5272,1,0,0,0,0,0
5273,1,0,0,0,0,0
5274,1,1,0,0,0,0
5275,1,0,0,0,0,1
5276,0,0,1,0,0,0
5277,1,0,0,1,0,0
5278,1,0,1,0,0,0
5279,1,0,0,0,1,0
5280,0,0,0,0,0,1
5281,0,0,0,0,0,1
5282,1,0,0,0,1,0
5283,0,0,1,0,0,0
5284,0,0,0,1,0,0
5285,0,0,1,0,0,0
5286,0,0,0,0,1,0
5287,0,0,0,0,1,0
5288,0,0,0,0,0,0
5289,0,0,0,0,0,0
5290,0,0,1,0,0,0
5291,0,0,0,0,1,0
5292,1,0,0,0,0,0
5293,1,1,0,0,0,0
5294,0,0,0,0,0,0
5295,0,0,0,0,0,0
5296,0,0,0,1,0,0
5297,0,0,0,0,0,1
5298,0,0,0,0,0,0
5299,0,0,0,0,0,0
5300,0,1,0,0,0,0
5301,1,0,0,0,0,0
5302,0,0,0,1,0,0
5303,0,0,0,0,0,0
5304,0,0,0,1,0,0
5305,0,0,0,0,0,0
5306,1,0,0,0,1,0
5307,1,0,0,0,1,0
5308,1,0,0,0,0,1
5309,1,0,1,0,0,0
5310,0,0,0,0,1,0
5311,1,0,0,1,0,0
5312,1,0,0,0,0,1
5313,0,0,0,0,0,0
5314,0,0,1,0,0,0
5315,0,0,0,0,0,0
5316,0,1,0,0,0,0
5317,0,0,0,0,0,0
5318,0,0,0,0,1,0
5319,0,0,1,0,0,0
5320,0,0,0,0,0,1
5321,0,1,0,0,0,0
5322,0,0,0,0,1,0
5323,0,0,0,0,0,1
5324,0,0,0,0,1,0
5325,0,0,0,1,0,0
5326,0,1,0,0,0,0
5327,0,0,0,0,1,0
5328,0,1,0,0,0,0
5329,0,0,0,0,0,1
5330,0,0,0,0,1,0
5331,0,0,0,0,0,1
5332,1,0,0,0,0,0
5333,1,0,0,0,1,0
5334,0,1,0,0,0,0
5335,1,0,0,0,0,0
5336,0,1,0,0,0,0
5337,1,0,0,0,1,0
5338,1,0,0,0,1,0
5339,0,0,0,0,0,1
5340,0,0,1,0,0,0
5341,0,1,0,0,0,0
5342,0,0,0,0,0,0
5343,0,0,0,0,0,1
5344,0,0,0,0,0,0
5345,0,1,0,0,0,0
5346,0,0,0,0,0,0
5347,1,0,0,0,0,0
5348,0,1,0,0,0,0
5349,0,0,0,0,0,1
5350,1,0,0,1,0,0
5351,0,1,0,0,0,0
5352,1,0,1,0,0,0
5353,0,1,0,0,0,0
5354,1,0,0,1,0,0
5355,0,0,1,0,0,0
5356,0,0,1,0,0,0
5357,0,0,1,0,0,0
5358,0,1,0,0,0,0
5359,0,0,1,0,0,0
5360,0,0,0,0,1,0
5361,0,0,0,0,0,0
5362,0,1,0,0,0,0
5363,0,0,0,0,1,0
5364,1,0,0,0,0,0
5365,1,0,0,0,0,0
5366,1,0,0,0,1,0
5367,0,0,0,0,0,0
5368,0,0,0,1,0,0
5369,0,0,0,0,1,0
5370,0,0,0,0,0,0
5371,0,0,0,0,0,0
5372,0,1,0,0,0,0
5373,0,1,0,0,0,0
5374,1,0,0,1,0,0
5375,0,0,0,0,0,0
5376,1,0,0,0,0,0
5377,0,1,0,0,0,0
5378,1,0,0,1,0,0
5379,0,1,0,0,0,0
5380,0,0,0,0,0,1
5381,0,0,0,1,0,0
5382,0,0,0,0,0,0
5383,0,1,0,0,0,0
5384,0,0,0,0,0,1
5385,0,0,1,0,0,0
5386,1,0,1,0,0,0
5387,0,0,0,0,0,1
5388,1,0,0,0,1,0
5389,0,0,0,1,0,0
5390,1,0,0,0,1,0
5391,0,0,0,0,0,1
5392,0,0,1,0,0,0
5393,0,0,0,0,0,1
5394,0,1,0,0,0,0
5395,0,0,0,1,0,0
5396,0,1,0,0,0,0
5397,0,0,0,0,0,0
5398,0,0,0,0,0,0
5399,0,1,0,0,0,0
5400,0,0,0,0,1,0
5401,0,0,0,0,1,0
5402,0,0,0,0,1,0
5403,0,0,0,0,1,0
5404,0,0,0,0,1,0
5405,1,0,0,0,0,1
5406,0,0,0,0,1,0
5407,1,0,0,0,0,1
5408,1,0,0,0,0,1
5409,0,0,0,0,0,0
5410,0,0,0,0,0,1
5411,0,0,0,0,1,0
5412,1,1,0,0,0,0
5413,0,0,1,0,0,0
5414,1,1,0,0,0,0
5415,1,1,0,0,0,0
5416,0,0,0,1,0,0
5417,0,0,0,0,0,1
5418,1,0,0,1,0,0
5419,0,0,0,0,1,0
5420,0,0,0,0,1,0
5421,0,0,0,1,0,0
5422,0,0,0,0,0,1
5423,1,1,0,0,0,0
5424,0,0,0,0,0,0
5425,1,0,0,0,0,0
5426,0,0,0,0,1,0
5427,0,1,0,0,0,0
5428,0,0,0,0,0,0
5429,0,0,1,0,0,0
5430,0,0,0,1,0,0
5431,0,0,0,0,0,0
5432,1,0,0,1,0,0
5433,0,0,0,0,0,1
5434,0,0,0,1,0,0
5435,0,0,0,0,0,0
5436,1,0,0,0,0,1
5437,0,0,1,0,0,0
5438,1,1,0,0,0,0
5439,1,0,0,0,1,0
5440,0,1,0,0,0,0
5441,0,1,0,0,0,0
5442,0,1,0,0,0,0
5443,1,0,0,1,0,0
5444,1,0,0,0,0,1
5445,0,0,0,0,0,0
5446,0,0,0,0,0,1
5447,0,1,0,0,0,0
5448,0,0,0,1,0,0
5449,0,0,0,0,0,0
5450,1,0,0,0,1,0
5451,0,0,0,0,0,1
5452,0,0,0,1,0,0
5453,1,1,0,0,0,0
5454,0,0,0,0,1,0
5455,1,0,0,0,1,0
5456,0,0,0,1,0,0
5457,0,0,1,0,0,0
5458,0,0,1,0,0,0
5459,0,1,0,0,0,0
5460,0,0,0,0,0,0
5461,1,0,0,0,1,0
5462,0,0,0,0,0,0
5463,1,0,0,0,0,1
5464,0,0,0,0,1,0
5465,0,0,0,0,0,1
5466,1,0,0,0,0,0
5467,1,0,0,0,1,0
5468,1,0,0,0,0,0
5469,0,0,0,0,0,1
5470,1,1,0,0,0,0
5471,0,1,0,0,0,0
5472,1,0,0,0,0,0
5473,0,0,0,0,0,1
5474,0,0,1,0,0,0
5475,0,0,0,0,1,0
5476,0,0,1,0,0,0
5477,1,0,0,1,0,0
5478,0,1,0,0,0,0
5479,0,0,0,0,0,0
5480,0,1,0,0,0,0
5481,0,1,0,0,0,0
5482,1,0,0,0,0,0
5483,0,0,1,0,0,0
5484,0,1,0,0,0,0
5485,0,0,0,0,0,1
5486,0,0,0,1,0,0
5487,1,0,0,0,0,0
5488,1,0,1,0,0,0
5489,1,0,0,0,0,0
5490,0,1,0,0,0,0
5491,1,0,0,0,0,1
5492,0,0,1,0,0,0
5493,1,1,0,0,0,0
5494,0,0,0,0,0,0
5495,1,0,1,0,0,0
5496,0,0,0,0,1,0
5497,1,0,0,0,0,1
5498,0,0,0,0,1,0
5499,1,0,0,0,0,1
5500,1,0,0,0,1,0
5501,0,0,0,0,0,0
5502,0,0,0,0,0,1
5503,1,0,0,0,1,0
5504,1,1,0,0,0,0
5505,1,0,0,0,0,1
5506,1,0,1,0,0,0
5507,1,0,0,0,0,1
5508,1,0,1,0,0,0
5509,1,0,0,0,1,0
5510,0,0,1,0,0,0
5511,1,0,0,0,1,0
5512,0,0,0,0,1,0
5513,0,0,0,0,0,0
5514,0,1,0,0,0,0
5515,0,0,0,1,0,0
5516,0,0,0,1,0,0
5517,0,0,0,0,0,0
5518,1,0,0,0,0,0
5519,0,0,1,0,0,0
5520,0,0,1,0,0,0
5521,0,0,0,0,0,0
5522,0,0,0,0,0,0
5523,0,0,1,0,0,0
5524,0,0,0,0,0,0
5525,1,0,0,0,1,0
5526,0,0,1,0,0,0
5527,0,0,0,0,0,0
5528,0,0,0,1,0,0
5529,1,0,0,0,0,0
5530,1,0,0,1,0,0
5531,1,0,1,0,0,0
5532,0,0,0,0,0,1
5533,0,1,0,0,0,0
5534,1,0,0,0,1,0
5535,0,1,0,0,0,0
5536,0,0,0,1,0,0
5537,0,0,0,1,0,0
5538,1,0,0,1,0,0
5539,0,0,0,0,0,1
5540,0,1,0,0,0,0
5541,1,1,0,0,0,0
5542,1,0,0,0,0,0
5543,0,1,0,0,0,0
5544,0,0,0,1,0,0
5545,1,0,0,0,0,1
5546,1,1,0,0,0,0
5547,1,0,0,0,0,1
5548,0,0,0,0,0,0
5549,0,0,0,0,0,0
5550,0,0,1,0,0,0
5551,0,1,0,0,0,0
5552,0,0,0,0,0,0
5553,0,0,1,0,0,0
5554,0,0,0,0,1,0
5555,1,0,0,0,0,1
5556,0,0,0,0,1,0
5557,1,0,0,0,1,0
5558,0,0,0,0,1,0
5559,1,0,1,0,0,0
5560,0,0,0,0,0,0
5561,0,0,0,0,0,0
5562,1,0,0,0,1,0
5563,1,0,0,0,0,1
5564,0,1,0,0,0,0
5565,1,0,0,1,0,0
5566,1,1,0,0,0,0
5567,0,0,0,0,0,1
5568,0,0,0,0,1,0
5569,0,1,0,0,0,0
5570,0,0,0,0,0,0
5571,0,0,1,0,0,0
5572,0,1,0,0,0,0
5573,0,1,0,0,0,0
5574,0,0,0,0,1,0
5575,0,0,0,0,1,0
5576,0,0,0,1,0,0
5577,1,0,1,0,0,0
5578,0,1,0,0,0,0
5579,0,1,0,0,0,0
5580,1,1,0,0,0,0
5581,0,0,1,0,0,0
5582,1,0,0,0,0,0
5583,0,0,0,0,0,1
5584,0,0,0,0,1,0
5585,0,0,0,0,0,0
5586,0,0,0,0,0,0
5587,1,0,0,0,1,0
5588,1,0,1,0,0,0
5589,1,0,0,0,0,0
5590,1,1,0,0,0,0
5591,0,0,0,1,0,0
5592,1,0,0,0,0,0
5593,0,0,0,0,0,1
5594,0,0,0,1,0,0
5595,0,0,0,0,0,1
5596,0,1,0,0,0,0
5597,0,0,0,0,0,1
5598,1,0,1,0,0,0
5599,0,0,0,0,0,0
5600,0,0,0,0,1,0
5601,1,0,0,0,1,0
5602,0,0,0,0,0,0
5603,1,0,0,0,1,0
5604,0,1,0,0,0,0
5605,1,0,1,0,0,0
5606,0,0,1,0,0,0
5607,0,0,0,0,0,1
5608,1,1,0,0,0,0
5609,0,0,1,0,0,0
5610,0,0,0,0,0,0
5611,1,0,1,0,0,0
5612,0,0,1,0,0,0
5613,0,0,0,1,0,0
5614,1,0,0,0,0,0
5615,0,0,0,0,0,1
5616,1,0,0,1,0,0
5617,0,0,0,0,0,1
5618,0,0,1,0,0,0
5619,1,0,0,0,1,0
5620,1,0,0,1,0,0
5621,0,0,0,0,0,0
5622,0,0,0,0,0,0
5623,0,0,0,0,0,1
5624,0,0,0,0,1,0
5625,0,0,1,0,0,0
5626,1,0,0,0,1,0
5627,0,0,0,0,0,1
5628,1,0,0,0,0,1
5629,1,1,0,0,0,0
5630,1,0,0,0,1,0
5631,0,0,0,0,0,1
5632,0,0,0,0,0,0
5633,0,0,0,0,0,1
5634,0,0,0,1,0,0
5635,1,1,0,0,0,0
5636,1,0,0,0,0,1
5637,1,0,0,1,0,0
5638,1,0,1,0,0,0
5639,1,0,0,0,0,1
5640,1,0,1,0,0,0
5641,0,0,1,0,0,0
5642,0,0,0,0,0,0
5643,1,0,0,0,1,0
5644,1,0,0,0,0,0
5645,0,0,1,0,0,0
5646,1,1,0,0,0,0
5647,0,0,1,0,0,0
5648,1,0,0,0,1,0
5649,0,0,0,0,0,0
5650,0,1,0,0,0,0
5651,0,0,0,0,0,0
5652,1,0,0,0,1,0
5653,0,0,0,1,0,0
5654,1,0,1,0,0,0
5655,1,0,1,0,0,0
5656,1,0,0,1,0,0
5657,0,0,0,0,0,1
5658,0,0,0,0,0,1
5659,1,0,0,0,0,1
5660,0,0,0,1,0,0
5661,0,0,0,0,0,0
5662,1,0,1,0,0,0
5663,0,0,0,1,0,0
5664,0,1,0,0,0,0
5665,0,0,0,1,0,0
5666,0,1,0,0,0,0
5667,1,0,0,0,0,0
5668,0,0,0,0,0,0
5669,0,0,1,0,0,0
5670,0,0,0,0,0,0
5671,0,0,0,0,0,0
5672,0,0,0,0,0,0
5673,0,0,0,0,0,1
5674,0,0,0,1,0,0
5675,0,0,0,1,0,0
5676,0,0,0,1,0,0
5677,0,0,0,0,0,1
5678,0,0,0,0,0,1
5679,0,0,0,0,0,0
5680,0,0,0,1,0,0
5681,0,0,0,0,1,0
5682,1,1,0,0,0,0
5683,0,0,1,0,0,0
5684,0,0,0,0,1,0
5685,0,0,1,0,0,0
5686,0,1,0,0,0,0
5687,0,1,0,0,0,0
5688,1,0,0,0,0,1
5689,0,0,0,0,0,0
5690,1,1,0,0,0,0
5691,0,0,0,0,0,0
5692,0,0,0,0,0,1
5693,1,0,0,0,0,1
5694,0,0,0,0,0,0
5695,1,0,0,0,0,0
5696,1,1,0,0,0,0
5697,0,0,0,0,0,0
5698,1,0,0,0,1,0
5699,0,0,0,0,0,0
5700,1,1,0,0,0,0
5701,1,0,0,0,1,0
5702,0,1,0,0,0,0
5703,0,0,0,0,0,0
5704,0,0,0,0,0,0
5705,0,1,0,0,0,0
5706,1,0,1,0,0,0
5707,0,0,1,0,0,0
5708,1,0,0,0,0,0
5709,1,0,0,0,1,0
5710,0,1,0,0,0,0
5711,0,1,0,0,0,0
5712,0,0,0,1,0,0
5713,1,0,0,0,0,1
5714,0,0,1,0,0,0
5715,1,0,0,0,1,0
5716,1,1,0,0,0,0
5717,0,0,1,0,0,0
5718,0,0,0,1,0,0
5719,0,0,0,0,1,0
5720,0,0,0,0,0,1
5721,0,0,1,0,0,0
5722,1,0,0,0,0,1
5723,1,0,0,0,1,0
5724,0,0,0,0,0,0
5725,1,0,0,0,0,1
5726,0,0,0,0,1,0
5727,0,0,0,1,0,0
5728,1,1,0,0,0,0
5729,0,0,0,1,0,0
5730,0,0,0,0,0,0
5731,0,0,0,0,0,1
5732,0,0,0,0,0,1
5733,1,0,0,0,0,0
